"ID_CLIENTE";"mes";"pageviews";"microconversion"
"C0460688";"Marzo";9;0
"C0296152";"Marzo";20;1
"C0998602";"Abril";5;1
"C0281805";"Marzo";8;0
"C0625587";"Abril";6;1
"C0211167";"Marzo";6;0
"C0682249";"Marzo";9;0
"C0943788";"Abril";9;0
"C0670402";"Abril";11;0
"C0695946";"Abril";9;0
"C0106292";"Abril";4;1
"C0580618";"Abril";7;1
"C0691445";"Abril";20;1
"C0053379";"Marzo";4;0
"C0784950";"Marzo";6;0
"C0618750";"Marzo";21;1
"C0327128";"Marzo";8;0
"C0271382";"Abril";10;0
"C0157073";"Abril";6;0
"C0619620";"Abril";6;1
"C0196946";"Marzo";6;0
"C0912648";"Marzo";6;0
"C0996344";"Marzo";8;0
"C0408595";"Abril";12;1
"C0818086";"Abril";5;1
"C0640560";"Marzo";6;1
"C0577227";"Abril";12;1
"C0720994";"Abril";8;0
"C0392057";"Abril";17;1
"C0127065";"Marzo";5;0
"C0251095";"Marzo";7;1
"C0163377";"Abril";18;1
"C0073288";"Abril";21;1
"C0767954";"Abril";8;0
"C0482425";"Marzo";8;0
"C0026541";"Marzo";6;1
"C0566923";"Abril";8;0
"C0913499";"Abril";8;0
"C0612719";"Marzo";10;0
"C0665955";"Abril";7;0
"C0289788";"Marzo";11;1
"C0166051";"Marzo";6;0
"C0928927";"Abril";8;0
"C0715506";"Marzo";7;0
"C0393212";"Abril";12;1
"C0158075";"Marzo";6;0
"C0610284";"Abril";9;0
"C0426309";"Abril";12;1
"C0057176";"Abril";8;0
"C0025084";"Abril";6;1
"C0403015";"Abril";7;1
"C0073513";"Abril";4;0
"C0147364";"Marzo";12;1
"C0542088";"Abril";8;0
"C0594041";"Marzo";10;0
"C0527394";"Abril";6;1
"C0526516";"Marzo";12;1
"C0583025";"Abril";7;1
"C0909364";"Abril";7;1
"C0473998";"Abril";7;0
"C0224463";"Abril";12;1
"C0265753";"Abril";10;0
"C0675476";"Marzo";9;0
"C0233869";"Abril";6;0
"C0912982";"Abril";4;0
"C0302968";"Abril";12;1
"C0960054";"Marzo";6;0
"C0618722";"Marzo";21;1
"C0069409";"Abril";7;0
"C0495539";"Marzo";6;1
"C0848257";"Marzo";14;1
"C0903929";"Abril";19;1
"C0823979";"Marzo";5;0
"C0194526";"Marzo";8;0
"C0536927";"Abril";7;0
"C0765909";"Marzo";6;1
"C0928875";"Abril";15;1
"C0692607";"Abril";7;0
"C0405271";"Abril";10;0
"C0955921";"Marzo";5;0
"C0104480";"Marzo";5;1
"C0728030";"Abril";7;0
"C0106363";"Abril";11;1
"C0846652";"Marzo";14;1
"C0169998";"Abril";6;1
"C0933228";"Marzo";8;0
"C0228652";"Abril";6;1
"C0722300";"Marzo";8;0
"C0876585";"Marzo";6;0
"C0804560";"Abril";12;1
"C0633749";"Abril";6;0
"C0493548";"Abril";19;1
"C0024497";"Abril";11;1
"C0824229";"Marzo";12;1
"C0297071";"Abril";12;1
"C0813962";"Marzo";6;0
"C0538704";"Abril";7;0
"C0024035";"Marzo";4;0
"C0757900";"Abril";6;1
"C0687524";"Abril";8;0
"C0274937";"Marzo";7;0
"C0552359";"Abril";7;0
"C0280229";"Marzo";7;0
"C0684291";"Marzo";10;0
"C0672802";"Marzo";6;0
"C0410219";"Abril";6;0
"C0758438";"Marzo";6;0
"C0993367";"Marzo";7;0
"C0742150";"Abril";13;1
"C0673705";"Abril";12;1
"C0313500";"Marzo";20;1
"C0418459";"Marzo";9;0
"C0443672";"Abril";5;0
"C0781088";"Marzo";7;1
"C0501010";"Marzo";6;0
"C0237863";"Marzo";7;0
"C0783156";"Marzo";12;1
"C0217203";"Abril";7;0
"C0687255";"Abril";12;1
"C0082436";"Abril";20;1
"C0602330";"Marzo";7;0
"C0983382";"Marzo";7;0
"C0481087";"Marzo";13;1
"C0389974";"Marzo";7;0
"C0319230";"Abril";6;0
"C0509322";"Marzo";11;1
"C0062512";"Abril";22;1
"C0016268";"Marzo";7;0
"C0425904";"Marzo";8;0
"C0636290";"Marzo";13;1
"C0479575";"Abril";15;1
"C0572120";"Marzo";8;0
"C0357643";"Marzo";4;0
"C0270105";"Marzo";12;1
"C0625276";"Marzo";9;0
"C0466875";"Abril";7;1
"C0452262";"Abril";5;0
"C0934579";"Marzo";7;1
"C0584348";"Abril";12;1
"C0556336";"Marzo";7;1
"C0994486";"Abril";6;0
"C0375844";"Marzo";9;0
"C0194946";"Abril";9;0
"C0166788";"Abril";14;1
"C0053314";"Abril";13;1
"C0339556";"Abril";18;1
"C0638461";"Marzo";10;0
"C0984058";"Marzo";10;0
"C0443484";"Marzo";8;0
"C0617542";"Marzo";9;0
"C0921633";"Marzo";6;0
"C0725281";"Abril";7;1
"C0465259";"Marzo";12;1
"C0478685";"Marzo";8;0
"C0224840";"Marzo";11;1
"C0921464";"Marzo";7;1
"C0130307";"Marzo";6;0
"C0285394";"Abril";13;1
"C0649650";"Abril";9;0
"C0388768";"Abril";14;1
"C0779877";"Abril";6;0
"C0740689";"Marzo";20;1
"C0928183";"Marzo";5;0
"C0275729";"Marzo";13;1
"C0241421";"Marzo";5;0
"C0153134";"Abril";5;1
"C0754575";"Marzo";7;0
"C0237658";"Marzo";6;0
"C0414026";"Abril";6;0
"C0730974";"Marzo";11;1
"C0027896";"Abril";5;0
"C0970839";"Abril";6;0
"C0497200";"Marzo";6;0
"C0758548";"Marzo";8;0
"C0595169";"Abril";6;0
"C0475091";"Abril";6;1
"C0192547";"Abril";6;0
"C0223038";"Marzo";8;0
"C0403312";"Abril";7;0
"C0341712";"Abril";10;0
"C0273278";"Abril";7;1
"C0624734";"Marzo";5;0
"C0157074";"Abril";14;1
"C0988652";"Abril";14;1
"C0737053";"Marzo";19;1
"C0519514";"Marzo";8;0
"C0416075";"Marzo";8;0
"C0663087";"Marzo";22;1
"C0021031";"Abril";9;0
"C0597653";"Marzo";6;0
"C0394218";"Abril";8;0
"C0198826";"Marzo";12;1
"C0916284";"Abril";5;1
"C0994863";"Abril";9;0
"C0662192";"Abril";5;0
"C0162760";"Marzo";9;0
"C0243176";"Marzo";8;0
"C0115394";"Marzo";8;0
"C0900278";"Marzo";7;1
"C0741958";"Marzo";8;0
"C0858188";"Abril";13;1
"C0869051";"Marzo";6;0
"C0374467";"Abril";5;0
"C0558850";"Abril";7;0
"C0677892";"Marzo";8;0
"C0275854";"Abril";6;1
"C0891075";"Abril";6;1
"C0519426";"Abril";14;1
"C0173148";"Marzo";7;0
"C0970120";"Abril";2;0
"C0086820";"Marzo";7;0
"C0462339";"Marzo";7;0
"C0027483";"Abril";21;1
"C0893245";"Marzo";14;1
"C0582937";"Abril";22;1
"C0963381";"Abril";14;1
"C0692130";"Marzo";8;0
"C0341321";"Abril";6;0
"C0423686";"Abril";7;0
"C0933784";"Abril";6;1
"C0552378";"Abril";8;0
"C0622424";"Abril";11;1
"C0957302";"Marzo";6;1
"C0162329";"Abril";6;0
"C0636628";"Abril";18;1
"C0030273";"Marzo";7;0
"C0345226";"Marzo";12;1
"C0125767";"Abril";6;0
"C0928927";"Marzo";16;1
"C0502127";"Marzo";6;0
"C0417051";"Marzo";5;0
"C0502941";"Abril";8;0
"C0237051";"Abril";6;1
"C0158755";"Marzo";7;0
"C0096589";"Marzo";5;1
"C0515487";"Abril";8;0
"C0601793";"Abril";6;0
"C0510862";"Abril";7;1
"C0880568";"Abril";6;0
"C0140805";"Marzo";8;0
"C0676306";"Marzo";7;1
"C0448324";"Abril";10;1
"C0682161";"Abril";11;1
"C0674497";"Abril";4;0
"C0602862";"Marzo";8;0
"C0691150";"Abril";6;0
"C0813934";"Abril";8;0
"C0969977";"Marzo";7;1
"C0263681";"Abril";11;1
"C0360198";"Marzo";20;1
"C0848858";"Marzo";7;0
"C0610081";"Marzo";8;0
"C0838745";"Marzo";10;0
"C0243038";"Marzo";13;1
"C0053996";"Abril";7;0
"C0589168";"Marzo";6;1
"C0296419";"Abril";7;0
"C0954911";"Abril";12;1
"C0364916";"Abril";7;0
"C0158448";"Marzo";7;1
"C0592718";"Abril";9;0
"C0711301";"Abril";5;0
"C0198097";"Marzo";4;0
"C0865835";"Marzo";12;1
"C0331769";"Marzo";5;0
"C0653770";"Abril";19;1
"C0403033";"Marzo";9;0
"C0328038";"Abril";6;0
"C0602061";"Marzo";4;0
"C0034430";"Marzo";18;1
"C0475017";"Abril";6;0
"C0003312";"Marzo";18;1
"C0106724";"Abril";9;0
"C0057776";"Abril";8;0
"C0872509";"Marzo";9;0
"C0156270";"Abril";8;0
"C0889811";"Marzo";7;0
"C0257019";"Abril";7;0
"C0558689";"Marzo";10;0
"C0907547";"Marzo";9;0
"C0614630";"Marzo";6;0
"C0709547";"Abril";11;1
"C0794830";"Abril";7;0
"C0012092";"Abril";7;0
"C0005370";"Marzo";7;0
"C0046993";"Marzo";18;1
"C0744350";"Marzo";9;0
"C0316982";"Marzo";11;1
"C0334262";"Abril";9;0
"C0409822";"Marzo";19;1
"C0637193";"Abril";5;0
"C0785137";"Abril";9;0
"C0775619";"Marzo";8;0
"C0540723";"Abril";7;0
"C0049457";"Abril";22;1
"C0242894";"Abril";6;0
"C0996486";"Marzo";14;1
"C0202481";"Marzo";13;1
"C0065604";"Abril";8;0
"C0659684";"Marzo";8;0
"C0218681";"Abril";9;0
"C0900342";"Abril";7;0
"C0099681";"Marzo";14;1
"C0834539";"Marzo";6;0
"C0850116";"Abril";7;1
"C0425393";"Marzo";5;0
"C0679502";"Abril";6;1
"C0923621";"Marzo";6;0
"C0814463";"Marzo";7;0
"C0127836";"Marzo";6;0
"C0973687";"Abril";13;1
"C0020591";"Abril";21;1
"C0338904";"Marzo";6;1
"C0668585";"Abril";7;0
"C0726579";"Abril";9;0
"C0924021";"Marzo";21;1
"C0115038";"Abril";21;1
"C0273468";"Marzo";8;0
"C0520228";"Abril";6;1
"C0540792";"Marzo";7;0
"C0729739";"Abril";7;0
"C0403505";"Marzo";9;0
"C0633749";"Marzo";8;0
"C0385433";"Abril";6;1
"C0294877";"Abril";12;1
"C0796725";"Marzo";5;0
"C0142744";"Marzo";7;0
"C0181398";"Marzo";7;1
"C0042813";"Abril";6;1
"C0059113";"Marzo";7;1
"C0771872";"Marzo";7;0
"C0208808";"Abril";7;1
"C0005359";"Abril";7;1
"C0519175";"Abril";15;1
"C0360594";"Abril";10;0
"C0717251";"Abril";13;1
"C0105084";"Marzo";13;1
"C0097760";"Abril";7;0
"C0226540";"Marzo";6;0
"C0655355";"Marzo";14;1
"C0997774";"Abril";8;0
"C0775844";"Abril";5;0
"C0115724";"Marzo";7;0
"C0355844";"Abril";22;1
"C0222042";"Marzo";21;1
"C0887968";"Abril";8;0
"C0951704";"Abril";7;0
"C0873482";"Abril";12;1
"C0518054";"Marzo";13;1
"C0526213";"Marzo";19;1
"C0161780";"Marzo";22;1
"C0407196";"Marzo";8;0
"C0100198";"Marzo";10;0
"C0479604";"Abril";9;0
"C0264673";"Abril";7;0
"C0293745";"Abril";23;1
"C0250046";"Abril";15;1
"C0000636";"Abril";6;1
"C0641992";"Abril";7;1
"C0500033";"Marzo";6;0
"C0096370";"Abril";21;1
"C0360533";"Marzo";7;0
"C0919580";"Abril";9;0
"C0293183";"Abril";7;1
"C0917783";"Marzo";6;0
"C0152631";"Marzo";8;0
"C0468688";"Marzo";19;1
"C0066564";"Abril";8;0
"C0009443";"Marzo";6;1
"C0269839";"Marzo";20;1
"C0870108";"Abril";8;0
"C0315005";"Abril";7;0
"C0260597";"Abril";20;1
"C0344856";"Marzo";5;0
"C0271723";"Marzo";12;1
"C0391162";"Abril";13;1
"C0751157";"Marzo";8;0
"C0199157";"Abril";6;0
"C0660247";"Marzo";7;0
"C0267558";"Abril";5;0
"C0014289";"Abril";11;1
"C0159338";"Marzo";19;1
"C0981004";"Marzo";8;0
"C0336337";"Abril";9;0
"C0549776";"Abril";22;1
"C0338651";"Abril";8;0
"C0893699";"Abril";12;1
"C0413851";"Abril";6;0
"C0867032";"Marzo";7;0
"C0136912";"Abril";9;0
"C0269330";"Abril";16;1
"C0134066";"Abril";7;1
"C0634671";"Marzo";7;0
"C0538244";"Marzo";9;0
"C0494001";"Marzo";15;1
"C0358297";"Marzo";12;1
"C0952034";"Marzo";8;0
"C0988062";"Abril";7;0
"C0323968";"Abril";8;0
"C0730063";"Abril";10;0
"C0551465";"Marzo";7;0
"C0056487";"Abril";6;0
"C0072478";"Abril";7;0
"C0692551";"Abril";7;1
"C0129793";"Marzo";21;1
"C0455518";"Marzo";11;0
"C0057625";"Abril";9;0
"C0666627";"Abril";19;1
"C0464577";"Abril";9;0
"C0233627";"Abril";14;1
"C0091061";"Marzo";12;1
"C0519102";"Marzo";8;0
"C0835521";"Abril";19;1
"C0255450";"Abril";7;0
"C0420891";"Abril";9;0
"C0628794";"Marzo";10;0
"C0333431";"Abril";9;0
"C0968128";"Marzo";5;0
"C0464514";"Abril";7;1
"C0192390";"Marzo";9;0
"C0717490";"Marzo";7;0
"C0988917";"Marzo";4;0
"C0198436";"Marzo";6;0
"C0416530";"Marzo";14;1
"C0135089";"Abril";6;0
"C0768418";"Abril";6;1
"C0271653";"Marzo";8;0
"C0519426";"Marzo";9;0
"C0826111";"Marzo";5;0
"C0680164";"Abril";9;0
"C0345431";"Abril";22;1
"C0526930";"Abril";12;1
"C0737919";"Marzo";5;0
"C0494731";"Abril";6;0
"C0550431";"Marzo";11;1
"C0480734";"Abril";5;0
"C0855160";"Marzo";6;0
"C0304343";"Marzo";7;0
"C0917129";"Marzo";8;0
"C0199899";"Marzo";12;1
"C0478133";"Abril";7;0
"C0646506";"Marzo";5;0
"C0154900";"Marzo";7;0
"C0982998";"Abril";5;1
"C0046036";"Marzo";6;0
"C0414804";"Marzo";7;0
"C0737622";"Abril";21;1
"C0965323";"Marzo";12;1
"C0334702";"Abril";7;1
"C0139729";"Marzo";9;0
"C0896852";"Abril";14;1
"C0485458";"Abril";8;0
"C0521791";"Abril";9;0
"C0307633";"Marzo";7;0
"C0656915";"Abril";6;0
"C0753341";"Marzo";5;0
"C0929921";"Marzo";6;0
"C0916712";"Marzo";6;0
"C0963571";"Abril";7;1
"C0484566";"Marzo";8;0
"C0674632";"Abril";21;1
"C0350800";"Abril";6;0
"C0457879";"Marzo";11;1
"C0050428";"Marzo";12;1
"C0492606";"Abril";7;1
"C0551911";"Abril";11;1
"C0667727";"Marzo";9;0
"C0037389";"Abril";12;1
"C0802786";"Abril";7;1
"C0784272";"Marzo";7;1
"C0541357";"Abril";21;1
"C0998005";"Marzo";5;0
"C0543398";"Marzo";5;0
"C0128073";"Abril";9;0
"C0002171";"Abril";5;0
"C0778635";"Marzo";17;1
"C0715267";"Marzo";22;1
"C0180326";"Abril";6;1
"C0571751";"Abril";8;0
"C0186043";"Abril";6;1
"C0062788";"Marzo";5;0
"C0604572";"Abril";10;0
"C0177059";"Marzo";5;0
"C0218568";"Marzo";5;0
"C0068086";"Abril";6;0
"C0108762";"Marzo";8;0
"C0209485";"Abril";9;0
"C0598808";"Marzo";7;0
"C0277107";"Abril";12;1
"C0386655";"Abril";6;0
"C0186102";"Abril";8;0
"C0543286";"Marzo";8;0
"C0246587";"Marzo";5;0
"C0265904";"Marzo";5;0
"C0405972";"Abril";7;0
"C0549759";"Abril";21;1
"C0177271";"Marzo";6;0
"C0965353";"Marzo";8;0
"C0038639";"Marzo";6;0
"C0850818";"Abril";4;0
"C0857576";"Abril";8;0
"C0787684";"Marzo";7;1
"C0670096";"Abril";6;0
"C0547616";"Marzo";6;1
"C0671556";"Marzo";19;1
"C0345655";"Abril";5;0
"C0194146";"Abril";8;0
"C0727187";"Abril";6;1
"C0403248";"Abril";3;0
"C0705771";"Marzo";7;1
"C0252739";"Abril";12;1
"C0485591";"Marzo";21;1
"C0499240";"Marzo";7;0
"C0467021";"Marzo";18;1
"C0247548";"Abril";23;1
"C0029550";"Abril";5;1
"C0985045";"Marzo";6;0
"C0286226";"Marzo";8;0
"C0229034";"Abril";5;0
"C0918751";"Abril";12;1
"C0309543";"Abril";14;1
"C0949063";"Abril";9;0
"C0284663";"Marzo";20;1
"C0638461";"Abril";14;1
"C0920595";"Marzo";5;1
"C0615985";"Abril";6;1
"C0566192";"Abril";11;1
"C0462300";"Marzo";18;1
"C0918808";"Abril";8;0
"C0078637";"Marzo";6;0
"C0497263";"Marzo";7;0
"C0018252";"Abril";11;1
"C0978664";"Abril";12;1
"C0365007";"Marzo";7;0
"C0105084";"Abril";7;0
"C0738341";"Abril";8;0
"C0502779";"Marzo";11;1
"C0872605";"Marzo";10;0
"C0304663";"Marzo";19;1
"C0798767";"Marzo";7;0
"C0794936";"Marzo";5;0
"C0915843";"Marzo";7;0
"C0589987";"Marzo";7;0
"C0435484";"Abril";6;0
"C0476005";"Marzo";6;0
"C0023057";"Abril";12;1
"C0656679";"Abril";23;1
"C0766661";"Marzo";8;0
"C0486199";"Abril";6;0
"C0874529";"Abril";7;0
"C0331333";"Marzo";11;0
"C0166802";"Abril";14;1
"C0380804";"Marzo";8;0
"C0103204";"Abril";7;0
"C0818941";"Marzo";7;0
"C0731034";"Abril";8;0
"C0980906";"Marzo";21;1
"C0180331";"Abril";7;1
"C0869037";"Abril";19;1
"C0059113";"Abril";13;1
"C0663681";"Abril";9;0
"C0111234";"Marzo";7;0
"C0823932";"Marzo";6;0
"C0904146";"Abril";7;1
"C0559053";"Marzo";6;0
"C0107864";"Marzo";12;1
"C0969579";"Abril";7;1
"C0874381";"Abril";13;1
"C0342241";"Abril";5;0
"C0500654";"Marzo";6;0
"C0879349";"Marzo";6;1
"C0304743";"Abril";14;1
"C0152631";"Abril";5;0
"C0878154";"Abril";13;1
"C0029701";"Marzo";9;0
"C0522411";"Marzo";4;0
"C0581626";"Abril";8;0
"C0962791";"Marzo";6;0
"C0172472";"Abril";12;1
"C0090213";"Marzo";7;0
"C0549014";"Abril";21;1
"C0371990";"Marzo";6;0
"C0653127";"Abril";3;1
"C0397746";"Marzo";6;1
"C0909531";"Abril";7;0
"C0597859";"Abril";8;0
"C0061086";"Marzo";12;1
"C0737603";"Abril";5;0
"C0501010";"Abril";18;1
"C0840483";"Marzo";8;0
"C0189532";"Abril";12;1
"C0060042";"Marzo";7;0
"C0174134";"Abril";7;0
"C0374037";"Marzo";7;1
"C0384775";"Abril";7;0
"C0766354";"Abril";5;0
"C0508169";"Abril";7;0
"C0647824";"Abril";15;1
"C0199849";"Abril";5;0
"C0770090";"Abril";7;0
"C0236288";"Abril";9;0
"C0515945";"Abril";9;0
"C0994331";"Abril";7;0
"C0804013";"Abril";6;1
"C0973810";"Marzo";12;1
"C0192780";"Abril";6;0
"C0859556";"Abril";7;1
"C0078155";"Abril";6;0
"C0168370";"Marzo";8;0
"C0199110";"Abril";9;0
"C0331868";"Abril";8;0
"C0165105";"Abril";8;0
"C0862144";"Abril";18;1
"C0624293";"Marzo";6;0
"C0252238";"Marzo";7;0
"C0590187";"Abril";22;1
"C0451150";"Abril";9;0
"C0156630";"Abril";13;1
"C0274129";"Marzo";12;1
"C0613379";"Abril";7;0
"C0467466";"Abril";6;1
"C0773160";"Abril";9;0
"C0853336";"Marzo";11;1
"C0570352";"Marzo";4;0
"C0657624";"Abril";13;1
"C0924574";"Abril";8;0
"C0159200";"Abril";11;1
"C0610284";"Marzo";13;1
"C0490599";"Marzo";7;0
"C0756814";"Abril";12;1
"C0685966";"Marzo";14;1
"C0635153";"Abril";12;1
"C0125338";"Marzo";11;1
"C0656069";"Marzo";20;1
"C0744892";"Marzo";5;1
"C0970010";"Abril";9;0
"C0985275";"Abril";8;0
"C0689368";"Marzo";12;1
"C0559616";"Abril";7;0
"C0144304";"Marzo";5;0
"C0284014";"Abril";11;0
"C0525770";"Marzo";7;0
"C0316711";"Abril";9;0
"C0900720";"Marzo";7;0
"C0920092";"Abril";7;0
"C0461863";"Abril";6;0
"C0045327";"Abril";9;0
"C0972476";"Abril";6;0
"C0626885";"Marzo";7;0
"C0208274";"Abril";7;0
"C0107864";"Abril";12;1
"C0828651";"Abril";8;0
"C0122644";"Marzo";13;1
"C0144141";"Marzo";6;1
"C0490090";"Abril";9;0
"C0520281";"Marzo";18;1
"C0205341";"Abril";8;0
"C0011409";"Abril";7;0
"C0050701";"Abril";8;0
"C0073804";"Abril";14;1
"C0966374";"Marzo";12;1
"C0411735";"Abril";5;0
"C0674464";"Abril";6;0
"C0157254";"Marzo";8;0
"C0172029";"Abril";5;0
"C0022587";"Marzo";8;0
"C0939150";"Abril";5;1
"C0395018";"Marzo";9;0
"C0364719";"Abril";8;0
"C0430940";"Marzo";8;0
"C0155725";"Abril";7;0
"C0125727";"Abril";19;1
"C0980718";"Abril";7;0
"C0597908";"Abril";21;1
"C0208673";"Marzo";8;0
"C0313790";"Abril";4;0
"C0795035";"Abril";8;0
"C0661673";"Marzo";8;0
"C0011328";"Marzo";12;1
"C0994934";"Abril";7;0
"C0566309";"Marzo";7;0
"C0293605";"Abril";7;1
"C0559943";"Abril";8;0
"C0003420";"Abril";6;0
"C0402453";"Marzo";6;1
"C0745781";"Abril";7;1
"C0826235";"Marzo";20;1
"C0714734";"Abril";6;0
"C0650026";"Marzo";9;0
"C0866947";"Abril";8;0
"C0678723";"Abril";7;0
"C0968158";"Marzo";20;1
"C0458553";"Marzo";8;0
"C0333991";"Abril";4;0
"C0653606";"Marzo";13;1
"C0667033";"Abril";7;0
"C0166896";"Marzo";20;1
"C0052304";"Marzo";7;0
"C0193313";"Abril";9;0
"C0414942";"Marzo";12;1
"C0849996";"Marzo";12;1
"C0835583";"Marzo";6;1
"C0652515";"Marzo";9;0
"C0251094";"Marzo";9;0
"C0441085";"Abril";11;1
"C0192090";"Marzo";7;0
"C0384197";"Marzo";10;0
"C0026630";"Abril";6;1
"C0458303";"Abril";2;0
"C0120637";"Marzo";6;0
"C0255923";"Marzo";8;0
"C0858851";"Abril";13;1
"C0146490";"Marzo";8;0
"C0628074";"Abril";8;0
"C0262555";"Abril";9;0
"C0216001";"Abril";12;1
"C0947581";"Marzo";8;0
"C0483868";"Marzo";8;0
"C0836925";"Marzo";13;1
"C0881188";"Marzo";14;1
"C0211707";"Marzo";8;0
"C0268144";"Abril";22;1
"C0328715";"Marzo";10;0
"C0386408";"Abril";12;1
"C0202007";"Abril";7;0
"C0741109";"Marzo";14;1
"C0949905";"Abril";8;0
"C0288555";"Abril";11;1
"C0876825";"Marzo";5;0
"C0419028";"Marzo";8;0
"C0592499";"Marzo";12;1
"C0730328";"Abril";18;1
"C0860296";"Abril";4;0
"C0381607";"Marzo";8;0
"C0704600";"Abril";7;0
"C0800316";"Marzo";5;1
"C0537045";"Abril";8;0
"C0167986";"Marzo";8;0
"C0653086";"Abril";6;0
"C0667152";"Marzo";7;1
"C0613250";"Abril";20;1
"C0784185";"Abril";9;0
"C0661287";"Abril";21;1
"C0311184";"Abril";9;0
"C0589987";"Abril";7;0
"C0022736";"Marzo";8;0
"C0440749";"Abril";12;1
"C0944801";"Abril";8;0
"C0611245";"Marzo";7;0
"C0550263";"Marzo";13;1
"C0818529";"Marzo";6;0
"C0752422";"Marzo";6;0
"C0854782";"Marzo";4;0
"C0397574";"Abril";6;0
"C0242488";"Abril";6;0
"C0332014";"Marzo";6;0
"C0450247";"Abril";5;1
"C0327161";"Marzo";20;1
"C0308476";"Abril";7;1
"C0214174";"Abril";9;0
"C0721589";"Abril";6;0
"C0842148";"Marzo";6;0
"C0672691";"Marzo";5;0
"C0867055";"Marzo";8;0
"C0961030";"Marzo";13;1
"C0583882";"Abril";9;0
"C0727838";"Abril";7;0
"C0817590";"Abril";7;0
"C0680286";"Marzo";8;0
"C0101201";"Abril";5;0
"C0874391";"Abril";5;1
"C0714735";"Marzo";6;1
"C0406703";"Marzo";7;1
"C0332766";"Abril";20;1
"C0667750";"Marzo";12;1
"C0352970";"Abril";7;0
"C0035632";"Marzo";12;1
"C0560482";"Marzo";20;1
"C0749457";"Abril";20;1
"C0555842";"Abril";23;1
"C0541238";"Abril";6;1
"C0094665";"Marzo";8;0
"C0478780";"Marzo";19;1
"C0897683";"Abril";5;0
"C0965323";"Abril";7;0
"C0908165";"Abril";7;0
"C0362036";"Abril";8;0
"C0480345";"Marzo";10;0
"C0329883";"Abril";7;0
"C0260355";"Marzo";8;0
"C0618527";"Abril";6;0
"C0573922";"Marzo";6;0
"C0820654";"Abril";9;0
"C0605978";"Marzo";6;1
"C0561081";"Marzo";13;1
"C0154733";"Marzo";12;1
"C0935657";"Abril";12;1
"C0060190";"Marzo";19;1
"C0463500";"Abril";6;0
"C0580734";"Marzo";13;1
"C0056377";"Marzo";7;0
"C0674637";"Abril";7;0
"C0509013";"Marzo";12;1
"C0852453";"Marzo";9;0
"C0747634";"Marzo";8;0
"C0614630";"Abril";9;0
"C0183177";"Abril";5;0
"C0653880";"Marzo";7;0
"C0246861";"Marzo";12;1
"C0596291";"Abril";6;0
"C0228972";"Marzo";3;0
"C0151541";"Abril";6;1
"C0168370";"Abril";12;1
"C0918466";"Marzo";6;0
"C0815695";"Abril";9;0
"C0899116";"Marzo";11;1
"C0354646";"Abril";20;1
"C0127836";"Abril";8;0
"C0837318";"Marzo";7;0
"C0484142";"Marzo";7;1
"C0565908";"Abril";13;1
"C0955816";"Abril";7;0
"C0153205";"Abril";13;1
"C0148290";"Abril";7;1
"C0332635";"Marzo";11;1
"C0378710";"Marzo";5;1
"C0027402";"Marzo";7;0
"C0803205";"Marzo";6;1
"C0999021";"Marzo";8;0
"C0772308";"Marzo";7;1
"C0590554";"Marzo";7;1
"C0877764";"Marzo";4;0
"C0069996";"Abril";9;0
"C0967785";"Abril";8;0
"C0789149";"Abril";21;1
"C0807873";"Marzo";21;1
"C0748009";"Marzo";6;0
"C0439864";"Marzo";5;0
"C0444381";"Abril";6;0
"C0959743";"Abril";12;1
"C0536116";"Marzo";8;0
"C0599451";"Marzo";7;0
"C0553719";"Abril";6;1
"C0271936";"Marzo";11;1
"C0353826";"Abril";6;1
"C0008699";"Marzo";4;0
"C0844223";"Abril";5;0
"C0438238";"Marzo";6;0
"C0243855";"Abril";9;0
"C0946063";"Marzo";7;1
"C0566432";"Abril";19;1
"C0354409";"Marzo";6;0
"C0204997";"Abril";5;0
"C0482677";"Abril";7;1
"C0657515";"Abril";6;1
"C0815642";"Marzo";5;1
"C0762343";"Abril";11;1
"C0401282";"Marzo";6;0
"C0205206";"Marzo";20;1
"C0111135";"Abril";14;1
"C0946693";"Abril";8;0
"C0989904";"Abril";13;1
"C0060142";"Abril";8;0
"C0371488";"Abril";11;1
"C0809503";"Marzo";6;0
"C0709872";"Marzo";9;0
"C0633559";"Marzo";14;1
"C0799244";"Abril";5;0
"C0922208";"Marzo";6;1
"C0864793";"Marzo";6;1
"C0928794";"Marzo";7;0
"C0897157";"Marzo";9;0
"C0727652";"Marzo";7;0
"C0450345";"Abril";7;0
"C0660271";"Marzo";12;1
"C0646308";"Abril";6;0
"C0303823";"Abril";10;0
"C0228036";"Abril";7;0
"C0797510";"Marzo";5;0
"C0187541";"Marzo";6;0
"C0582073";"Marzo";6;0
"C0685757";"Marzo";8;0
"C0764901";"Marzo";4;0
"C0243786";"Abril";20;1
"C0454062";"Marzo";9;0
"C0443012";"Abril";4;0
"C0170269";"Marzo";20;1
"C0903626";"Marzo";6;0
"C0279124";"Marzo";11;0
"C0442552";"Marzo";7;0
"C0654224";"Marzo";7;0
"C0361337";"Abril";7;1
"C0312953";"Abril";22;1
"C0712468";"Abril";18;1
"C0159175";"Abril";9;0
"C0296217";"Marzo";7;1
"C0474497";"Abril";7;1
"C0547023";"Abril";7;0
"C0212523";"Abril";9;0
"C0345132";"Marzo";8;0
"C0367012";"Marzo";15;1
"C0428360";"Abril";6;1
